"","name","price","sex","height","color","location","markings","weight","foaldate","registrations","disciplines","temperament","link"
"1037","Ganymede",40000,"Mare","14.2 hands","Bay","Louisa, Virginia","No white","","Jun-03","ACPS - American Connemara Pony Society (HB M 866 XLII) ISR/Oldenburg (99-24806-03)","Eventing (Champion) Jumper (Champion) Dressage (Trained)",5,"http://www.equine.com/horses-for-sale/horse-ad-2883710.html"
"2858","Doughboy",25000,"Gelding","16.2 hands","Bay","Cottonwood, California","none","1300 pounds","Apr-01","USEF - United States Equestrian Federation (4902154)","Field Hunter (Rank Not Applicable) Eventing (Prospect) Equitation (Competed or Shown) Jumper (Competed or Shown)",5,"http://www.equine.com/horses-for-sale/horse-ad-1056745.html"
"8193","Austin",500,"Gelding","13.2 hands","Sorrel","Colorado Springs, Colorado","4 socks","","Apr-11","","Youth/4-H Horse  Western Pleasure (Show)  Equitation  Hunter ",4,"http://www.equine.com/horses-for-sale/horse-ad-2814478.html"
"953","HEY IMAHOLLYWOODCHIC",1500,"Mare","14.3 hands","Bay","Hingham, Montana","Star, Strip, Snip - 2 rear 1/2 socks","1100 pounds","May-09","AQHA - American Quarter Horse Association (5290409)","Cutting (Prospect) Reined Cow Horse (Prospect) Reining (Prospect) Brood Mare (Rank Not Applicable) Calf Roping (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2885996.html"
"2926","Shamrocks Daze (Aberdare)",2500,"Mare","14.1 hands","Chestnut","Midland, North Carolina","blaze and two socks","","May-08","","Hunter (Prospect) Equitation (Prospect) Jumper (Prospect) Trail Horse (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2753443.html"
"2167","DonSaree",20000,"Gelding","15.3 hands","Bay","Clarksville, Tennessee","star, snip, socks","1100 pounds","Apr-00","","Trail Horse (Trained) Lesson Horse (Trained) Youth/4-H Horse (Trained) Dressage (Champion)",3,"http://www.equine.com/horses-for-sale/horse-ad-2817904.html"
"4436","Ipod Shuffle",5400,"Gelding","12.0 hands","Bay","Acworth, Georgia","","","Dec-03","","Field Hunter (Trained) Beginner/Family (Trained) Hunter Under Saddle (Champion) Equitation (Champion) Hunter (Champion)",1,"http://www.equine.com/horses-for-sale/horse-ad-2845298.html"
"8596","A-Millionaire FD",500,"Stallion","16.0 hands","Bay","Woodstown, New Jersey","","","May-05","KWPN - Dutch Warmblood Studbook in North America ()","Jumper ",1,"http://www.equine.com/horses-for-sale/horse-ad-2803137.html"
"3230","Bay Mare",15000,"Mare","0 hands","Bay","Algodones, New Mexico","Small Star","","Apr-04","AQHA - American Quarter Horse Association (4500660) NRHA (556493)","Working Cow Horse (Prospect) Reining (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2670877.html"
"8295","Moonshine",400,"Mare","14.2 hands","Chestnut","Anza, California","","","Mar-10","","Ranch Horse (Prospect) Cutting (Prospect) Barrel Racing (Prospect) Driving (Prospect) Trail Horse (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2811834.html"
"8806","Dewey",200,"Gelding","14.3 hands","Bay","Grove City, Ohio","Tobiano","","Jan-97","","Beginner/Family (Trained) Youth/4-H Horse (Competed or Shown) Barrel Racing (Competed or Shown) Jumper (Competed or Shown) Lesson Horse (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2787737.html"
"5731","MEDITERRANEAN DONKEYS",4500,"Mare","8.0 hands","Black","Worden, Montana","","","Jun-10","","",2,"http://www.equine.com/horses-for-sale/horse-ad-2881100.html"
"5425","Slim",7000,"Gelding","15.3 hands","Bay","Jamul, California","white stripe and left rear pastern","1000 pounds","May-04","","Barrel Racing (Competed or Shown) Ranch Sorting (Competed or Shown) Trail Horse (Champion) Pole Bending (Trained) Ranch Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2885216.html"
"3444","Isadorable",4500,"Mare","12.1 hands","Grey","Tallahassee, Florida","","","Jan-05","","",4,"http://www.equine.com/horses-for-sale/horse-ad-2278890.html"
"4273","Taryn",300,"Mare","14.3 hands","Dun","Gallatin, Tennessee","Line Back, Blaze and Freckles","","Jan-10","","",4,"http://www.equine.com/horses-for-sale/horse-ad-2828084.html"
"3131","cba Perseus",4900,"Gelding","15.0 hands","Bay","Houston, Texas","tiny star, white spot on belly","1000 pounds","Apr-07","IAHA - Half-Arabian Horse Association (365649)","Western Pleasure (Trained) Halter (Competed or Shown) Hunter Under Saddle (Trained) Dressage (Competed or Shown) Trail Horse (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2743875.html"
"129","Poco Magnolia Bar",1200,"Mare","14.3 hands","Chestnut","Zolfo Springs, Florida","","","Apr-03","AQHA - American Quarter Horse Association (4368110)","Brood Mare ",4,"http://www.equine.com/horses-for-sale/horse-ad-2848111.html"
"2221","Unspeakable",15000,"Mare","16.3 hands","Bay","North Ridgeville, Ohio","star and two hind socks.","","Jan-08","","Dressage (Competed or Shown) Jumper (Trained) Hunter (Trained) Eventing (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2816932.html"
"8306","Burbury",1700,"Mare","15.1 hands","Bay","Sarasota, Florida","","850 pounds","May-07","","Trail Horse ",2,"http://www.equine.com/horses-for-sale/horse-ad-2811811.html"
"8066","KD Stutter",1575,"Stallion","","Bay","Unity, Saskatchewan, Canada","star","","Mar-13","CAHR - Canadian Arabian Horse Registry ()","Hunter Under Saddle (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2816106.html"
"1372","HD Lowrider Harley",40000,"Gelding","16.1 hands","Chestnut","Boca Raton, Florida","","","Feb-02","USEF - United States Equestrian Federation (5065624)","Jumper ",1,"http://www.equine.com/horses-for-sale/horse-ad-2854114.html"
"5857","Dipping in the Riches",15000,"Stallion","16.0 hands","Chestnut","Cocoa, Florida","Star/Strip and 2 hind socks","","May-11","RPSI - Rheinland Pfalz-Saar International () USEF - United States Equestrian Federation ()","Dressage (Prospect) Eventing (Champion) Hunter (Prospect) Breeding (Prospect) Halter (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2879873.html"
"291","Twistin Tweety Bird",6500,"Mare","14.1 hands","Sorrel","Dallas, Texas","","1000 pounds","Apr-05","AQHA - American Quarter Horse Association (4770885)","Cutting (Champion) Team Sorting (Trained) Barrel Racing (Trained) Trail Horse (Champion) Western Pleasure (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2805937.html"
"6709","Cowboy",3300,"Gelding","14.3 hands","Buckskin","bradenton, Florida","","1200 pounds","Jan-03","","Cutting ",2,"http://www.equine.com/horses-for-sale/horse-ad-2843119.html"
"6746","Jasper",600,"Gelding","14.3 hands","Black","Breckenridge, Colorado","","","Jan-02","","",5,"http://www.equine.com/horses-for-sale/horse-ad-2842614.html"
"3598","Miss T Own The Beach",1500,"Mare","","Bay","Sulphur, Oklahoma","","","Apr-11","AQHA - American Quarter Horse Association (5353123)","Cutting (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2667469.html"
"5450","Zedd",1500,"Gelding","6.1 hands","Black","Birmingham, Alabama","","","Aug-07","","Dressage (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2885159.html"
"6739","Ovation (AKA Ovi)",2000,"Mare","14.0 hands","Roan","Medina, Texas","Blaze","","Apr-10","AQHA - American Quarter Horse Association (5292899)","Trail Horse (Trained)",7,"http://www.equine.com/horses-for-sale/horse-ad-2842640.html"
"3373","SOL GOODE",25000,"Gelding","16.1 hands","Chestnut","Ruckersville, Virginia","Blaze and 3 socks","","May-04","","Jumper (Competed or Shown) Field Hunter (Competed or Shown) Hunter (Champion) Dressage (Trained) Eventing (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2720818.html"
"3941","Sprite",16500,"Gelding","13.1 hands","Grey","Bondville, Vermont","","","May-03","","Trail Horse (Trained) Equitation (Champion) Dressage (Prospect) Jumper (Champion) Hunter (Champion)",3,"http://www.equine.com/horses-for-sale/horse-ad-2803154.html"
"6678","KEY SPARKLE",1500,"Mare","15.1 hands","Bay","Cochranville, Pennsylvania","","1000 pounds","Apr-01","JC - Jockey Club ()","Dressage  Jumper  Trail Horse ",3,"http://www.equine.com/horses-for-sale/horse-ad-2843190.html"
"718","PS Hey Mr Im Hot",12500,"Mare","15.0 hands","Chestnut","Detroit Lakes, Minnesota","2 hind stockings","","Apr-10","AQHA - American Quarter Horse Association ()","Horsemanship (Prospect) Western Riding (Prospect) Halter (Champion) Western Pleasure (Show) (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2721857.html"
"8961","Chisum",3900,"Gelding","15.1 hands","Bay","Aubrey, Texas","Blaze face","","Apr-07","","Team Penning (Prospect) Trail Horse (Trained) Ranch Sorting (Prospect) Team Roping (Prospect) Ranch Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2784236.html"
"763","Think Imblu Eyed Poco",8500,"Gelding","15.2 hands","Buckskin","Summerville, South Carolina","","","Apr-06","APHA - American Paint Horse Association (875,437)","Western Pleasure (Trained) Dressage (Prospect) Trail Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2811901.html"
"8790","Mo Money Honey Athena",7500,"Mare","16.2 hands","Grey","Placerville, California","","","Feb-05","JC - Jockey Club ()","Hunter (Competed or Shown) Equitation (Competed or Shown) Jumper (Competed or Shown) Hunter Under Saddle (Competed or Shown) Lesson Horse (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2787780.html"
"3346","Times Are Hot",7500,"Mare","15.3 hands","Bay","Barneveld, Wisconsin","","","Apr-09","","Western Pleasure (Prospect) Equitation (Prospect) Hunter Under Saddle (Prospect) Western Riding (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2721266.html"
"3478","I Got You Real Good",2750,"Stallion","12.2 hands","Chestnut","Ellsworth, Wisconsin","High socks and stockings, blaze, belly spots","","May-12","APHA - American Paint Horse Association (1,015,296)","Hunter Under Saddle (Prospect) Halter (Prospect) Showmanship (Prospect) Longe-Line (Prospect) Western Pleasure (Show) (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2698753.html"
"2229","The Prestige",25000,"Gelding","17.0 hands","Bay","Powder Springs, Georgia","Three socks and star","","Jan-08","","Eventing (Prospect) Jumper (Competed or Shown)",4,"http://www.equine.com/horses-for-sale/horse-ad-2816896.html"
"5723","Hidden Conquest Lance",2000,"Gelding","16.0 hands","Chestnut","Tallahassee, Florida","white flecks for a star","","May-07","JC - Jockey Club (0739054)","Equitation (Prospect) Eventing (Prospect) Hunter (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2881114.html"
"9244","Skips Cameo Doc",1500,"Mare","5.2 hands","Buckskin","Paisley, Florida","Black mane and tail, and lower legs, golden body, 2 whorls on forhead","1100 pounds","Apr-97","AQHA - American Quarter Horse Association (3624039) NFQHA - National Foundation Quarter Horse Association (F0032749)","Brood Mare (Rank Not Applicable) Trail Horse (Rank Not Applicable)",1,"http://www.equine.com/horses-for-sale/horse-ad-2697543.html"
"8253","Burkland Lucky Strike",0,"Gelding","15.3 hands","Chestnut","Sparta , New Jersey","Star. Black eyes. Right hind sock with two spots","","Jul-99","AMHA - American Morgan Horse Association ()","Hunter (Trained) Showmanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) English Pleasure (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2811936.html"
"7904","Black stallion ideal competition horse for amateur rider",1e+05,"Stallion","17.0 hands","Black","Dresden,","","","Mar-07","","Dressage ",4,"http://www.equine.com/horses-for-sale/horse-ad-2819593.html"
"5812","2013 colt - Ms San Playdox",2500,"Stallion","14.2 hands","Chestnut","Gainesville, Texas","Solid","","Jan-13","AQHA - American Quarter Horse Association (pending)","Cutting (Prospect) Reining (Prospect) Youth/4-H Horse (Trained) Working Cow Horse (Prospect) Team Roping (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2879985.html"
"4245","Jasper",2750,"Gelding","15.0 hands","Sorrel","warsaw, Ohio","","1050 pounds","Jan-06","","Trail Horse (Trained) Cowboy Mounted Shooting (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2851415.html"
"5634","Spirit",375,"Gelding","3 hands","Other","Milton, West Virginia","","","May-99","","Harness (Trained)",9,"http://www.equine.com/horses-for-sale/horse-ad-2881713.html"
"5799","RC",0,"Gelding","14.3 hands","Bay","Somerville, Alabama","Stripe","","Jan-90","","Not Applicable ",2,"http://www.equine.com/horses-for-sale/horse-ad-2880489.html"
"8375","DD",3000,"Gelding","14.3 hands","Other","Kintnersville, Pennsylvania","White markings on the side and face","","Feb-09","","Trail Horse (Trained) Western Pleasure (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2811666.html"
"3390","Petunia",15000,"Mare","15.3 hands","Bay","Pickering , Ontario, Canada","Inverted strip","","Feb-00","","Jumper (Prospect) Eventing (Competed or Shown)",6,"http://www.equine.com/horses-for-sale/horse-ad-2718887.html"
"3670","Bandera",0,"Mare","17.0 hands","Bay","Dixon, California","blaze, sock, belly spot, half blue eye","","Apr-04","","Dressage (Competed or Shown)",6,"http://www.equine.com/horses-for-sale/horse-ad-2663600.html"
"97","Dustys Fly Boy",15000,"Gelding","15.2 hands","Grulla","Dallas, Texas","","1200 pounds","Apr-06","AQHA - American Quarter Horse Association (4847087)","Beginner/Family (Champion) Youth/4-H Horse (Champion) Reining (Trained) Competitive Trail Competitions (Trained) Trail Horse (Champion)",1,"http://www.equine.com/horses-for-sale/horse-ad-2854135.html"
"8921","Intoxicating Miss",650,"Mare","15.3 hands","Sorrel","Edmond, Oklahoma","Blaze, 2 socks","","Feb-07","AQHA - American Quarter Horse Association ()","Brood Mare (Prospect) Youth/4-H Horse (Prospect) Trail Horse (Prospect) Competitive Trail Competitions (Prospect) Beginner/Family (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2786877.html"
"4496","Victoria (Tori)",500,"Mare","14.3 hands","Bay","Springfield, Vermont","","900 pounds","Jan-07","ICHO (pending)","",4,"http://www.equine.com/horses-for-sale/horse-ad-2842661.html"
"9069","Himalaya SF",10000,"Mare","16.2 hands","Pinto","Kelley, Iowa","Blaze and pinto markings","","Jun-12","KWPN - Dutch Warmblood Studbook in North America () USEF - United States Equestrian Federation () USDF ()","Jumper (Prospect) Eventing (Prospect) Breeding (Prospect) Dressage (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2751076.html"
"8959","Captain Morgan",800,"Gelding","15.0 hands","Sorrel","Medford, Wisconsin","Overo","1100 pounds","Jan-98","","Trail Horse (Rank Not Applicable) Drill Team (Competed or Shown)",4,"http://www.equine.com/horses-for-sale/horse-ad-2785340.html"
"3844","Cookie Bar's Delight",5000,"Mare","16.0 hands","Pinto","Monck's Corner, South Carolina","","1100 pounds","Jan-04","APHA - American Paint Horse Association ()","English Pleasure ",3,"http://www.equine.com/horses-for-sale/horse-ad-2886068.html"
"4863","RF Touch N Squeez",4500,"Gelding","16.2 hands","Chestnut","Monticello, Florida","Star White Ankle R hind","1200 pounds","Mar-09","AQHA - American Quarter Horse Association (5245682)","Halter (Competed or Shown)",5,"http://www.equine.com/horses-for-sale/horse-ad-2823105.html"
"6955","Noel",1200,"Gelding","15.1 hands","Other","Vienna, Illinois","","","Dec-04","","Not Applicable ",5,"http://www.equine.com/horses-for-sale/horse-ad-2839149.html"
"2208","Deshmina",12500,"Mare","16.0 hands","Bay","Brinston, Ontario, Canada","","","Apr-11","German Hanoverian Verband ()","Dressage (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2817017.html"
"7557","Sassy",250,"Mare","14.2 hands","Bay","Caledonia, Ohio","Tobiano","1100 pounds","Mar-96","","",1,"http://www.equine.com/horses-for-sale/horse-ad-2826177.html"
"5666","Ginger",750,"Mare","14.3 hands","Palomino","KING, North Carolina","STAR BLAZE ON FACE, 2 WHITE SOCKS","900 pounds","Jan-07","","Western Pleasure (Prospect) Beginner/Family (Prospect) Youth/4-H Horse (Prospect) Western Riding (Prospect) Not Applicable ",3,"http://www.equine.com/horses-for-sale/horse-ad-2881623.html"
"3887","Sophie",500,"Mare","","Black","Dewey, Illinois","Star","","Jan-02","","",4,"http://www.equine.com/horses-for-sale/horse-ad-2409272.html"
"5244","Ministuf Lady of Superstition",850,"Mare","","Buckskin","Franklin, Pennsylvania","","","Apr-04","","Breeding (Trained) Beginner/Family (Trained) Driving (Trained) Halter (Trained) Youth/4-H Horse (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2887998.html"
"2391","CLB A Touch of Gray",5000,"Mare","16.1 hands","Grey","Francesville, Indiana","Blaze, 3 stockings","1300 pounds","Apr-08","AQHA - American Quarter Horse Association (5094653)","Brood Mare  Halter ",4,"http://www.equine.com/horses-for-sale/horse-ad-2805091.html"
"595","MPH Playmate 086",3000,"Mare","","Sorrel","Mimbres, New Mexico","Star, strip and snip","","Jan-12","AQHA - American Quarter Horse Association (5486112)","Reining (Prospect) Working Cow Horse (Prospect) Trail Horse (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2886835.html"
"1551","Smart Delta Ace",2000,"Stallion","","Sorrel","Waco, Texas","","","Feb-13","APHA - American Paint Horse Association (1025256)","Calf Roping (Prospect) Team Roping (Prospect) Cutting (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2846356.html"
"421","SR Ssavant",17000,"Gelding","15.1 hands","Grey","Scottsdale, Arizona","","900 pounds","Apr-06","AHA - Arabian Horse Association (0626997)","Dressage (Competed or Shown) Driving (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2752644.html"
"3395","Ranger",2500,"Gelding","16.1 hands","Bay","Prince Frederick, Maryland","Black ear tips and stockings around","1200 pounds","Jan-02","","",5,"http://www.equine.com/horses-for-sale/horse-ad-2557453.html"
"1122","Cougars Cashew",6000,"Gelding","14.3 hands","Grey","Washington, Indiana","star,strip,snip extending onto upper lip,left fore sock,left hind stocking right hind stocking","1050 pounds","Apr-09","AQHA - American Quarter Horse Association ()","Reining (Competed or Shown) Reined Cow Horse (Prospect) Working Cow Horse (Prospect)",6,"http://www.equine.com/horses-for-sale/horse-ad-2881112.html"
"584","WIMPYS TRADITIONSTEP",15000,"Gelding","15.0 hands","Palomino","HOWELL, Michigan","","1000 pounds","Apr-09","AQHA - American Quarter Horse Association (5265564)","Youth/4-H Horse (Trained) Ranch Horse (Trained) Reined Cow Horse (Trained) Working Cow Horse (Trained) Reining (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2663446.html"
"708","Finale By Far",4500,"Stallion","15.3 hands","Chestnut","Gainesville, Texas","Loud Frame Overo","","Apr-10","APHA - American Paint Horse Association (990102) AQHA - American Quarter Horse Association (5332742)","Competitive Trail Competitions (Prospect) Team Roping (Prospect) Ranch Horse (Prospect) Halter (Prospect) Breeding (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2696675.html"
"2435","Prunella",500,"Mare","14.2 hands","Grey","Des Allemands, Louisiana","","1000 pounds","Mar-10","","Western Pleasure (Prospect) Youth/4-H Horse (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2803059.html"
"6048","Pending (Bumper)",5000,"Stallion","","Bay","Hazen, North Dakota","Blaze, 4 socks","","Apr-13","ApHC - Appaloosa Horse Club ()","Longe-Line (Prospect) Western Pleasure (Show) (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2855070.html"
"5821","Onward",5000,"Mare","16.2 hands","Bay","Stevens Point, Wisconsin","Star,snip,stockings on back legs","1200 pounds","Jan-97","","Dressage (Competed or Shown)",6,"http://www.equine.com/horses-for-sale/horse-ad-2879966.html"
"2609","CHIPPULSIONS",7500,"Mare","15.1 hands","Sorrel","Grapevine, Arkansas","Blaze face, white right hind sock, spot of white hair on left side","1000 pounds","Mar-03","AQHA - American Quarter Horse Association (4317027)","Youth/4-H Horse (Champion) Showmanship (Competed or Shown) Horsemanship (Competed or Shown) Western Pleasure (Show) (Champion)",1,"http://www.equine.com/horses-for-sale/horse-ad-2783377.html"
"8063","CMC Flash of Summer",1500,"Stallion","14.2 hands","Pinto","phillips, Wisconsin","buckskin tovero; 4 tall white stockings","","Apr-11","ABCR/ICHO (pending)","Breeding (Prospect) Youth/4-H Horse (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2816120.html"
"3061","Endeavor H",4500,"Gelding","15.3 hands","Grey","Jarrettsville, Maryland","","1100 pounds","Feb-01","AHA - Arabian Horse Association (584080)","Trail Horse (Rank Not Applicable) Halter (Champion) Hunter Under Saddle (Competed or Shown) Dressage (Competed or Shown)",5,"http://www.equine.com/horses-for-sale/horse-ad-2747661.html"
"2320","Neela",4000,"Mare","15.3 hands","Chestnut","Kevil, Kentucky","star, two hind socks","1150 pounds","Jun-09","","Breeding (Prospect) Eventing (Prospect) Dressage (Prospect) Hunter (Prospect) Jumper (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2811850.html"
"7974","Art Lab (Tasia)",6500,"Mare","16.0 hands","Brown","Calhan, Colorado","","","May-99","Thoroughbred (5063579)","Eventing  Jumper  Endurance Riding  Vaulting  Trail Horse ",4,"http://www.equine.com/horses-for-sale/horse-ad-2817105.html"
"4791","Cienna",1000,"Mare","","Chestnut","Dublin, Ohio","","","May-95","AQHA - American Quarter Horse Association ()","Companion Only (Competed or Shown) Youth/4-H Horse (Competed or Shown) Beginner/Family (Competed or Shown)",1,"http://www.equine.com/horses-for-sale/horse-ad-2602889.html"
"9003","Risonho",20000,"Gelding","15.3 hands","Grey","punt gorda, Florida","","","May-05","IALHA - International Andalusian & Lusitano Horse Association (15441(P))","Dressage  Western Pleasure  Trail Horse ",6,"http://www.equine.com/horses-for-sale/horse-ad-2772523.html"
"3126","Florentino",45000,"Gelding","15.3 hands","Chestnut","Green Bay , Wisconsin","star, brand","","Mar-07","USEF - United States Equestrian Federation (5007649) westphalian (441411794207)","Jumper (Competed or Shown) Dressage (Trained)",5,"http://www.equine.com/horses-for-sale/horse-ad-2744519.html"
"2580","Redbucks Choice",2500,"Mare","14.0 hands","Buckskin","Geneva, Nebraska","one white hind pastern","","May-11","AQHA - American Quarter Horse Association (5409424)","Ranch Horse (Prospect) Calf Roping (Prospect) Country Pleasure (Prospect) Halter (Prospect) Ranch Sorting (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2786172.html"
"3217","Feiner Abend Farrah",70000,"Mare","16.0 hands","Bay","Rancho Santa Fe, California","","1200 pounds","Mar-03","AHS - American Hanoverian Society ()","Hunter (Competed or Shown) Dressage (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2332475.html"
"1750","ISLE INVEST MY CHIPS",5500,"Gelding","16.0 hands","Bay","Red Wing, Minnesota","","","Mar-07","AQHA - American Quarter Horse Association (4946558)","Western Pleasure (Show) (Prospect) Trail Horse (Trained) Hunter Under Saddle (Prospect) Dressage (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2591711.html"
"8119","Honey Creek Good Bar (Hank)",4000,"Gelding","","Roan","Indianapolis, Indiana","Star, Left Hind Sock, Right Fore and Hind Coronet Partially White","","May-07","AQHA - American Quarter Horse Association (5032559)","Jumper (Trained) English Pleasure (Prospect) Western Pleasure (Prospect) Hunter (Prospect) Longe-Line (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2815195.html"
"8148","Chance",1800,"Gelding","16.0 hands","Other","Webster, Wisconsin","Black and White Paint","1200 pounds","Apr-07","","Youth/4-H Horse (Prospect) Gaited (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2814564.html"
"3101","Feather",4000,"Mare","16.1 hands","Bay","Near Harrisburg, Pennsylvania","","","Jan-04","","Hunter (Competed or Shown) Eventing (Prospect) Dressage (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2744747.html"
"7896","Star",1000,"Mare","14.0 hands","Chestnut","Westerlo, New York","","","Jan-09","","Hunter Under Saddle (Prospect) Western Pleasure (Prospect) Jumper (Prospect) Western Riding (Prospect) English Pleasure (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2819608.html"
"2887","Invitations Scotch",5000,"Gelding","15.2 hands","Bay","Williamson, Georgia","bay and white","","Jan-07","","Western Pleasure (Show) (Competed or Shown) Beginner/Family (Champion) Hunter Under Saddle (Trained) Ranch Horse (Prospect) Trail Horse (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2755355.html"
"5786","PS Running Hawk",1500,"Gelding","15.1 hands","Chestnut","Springville, Indiana","","","Mar-06","TWHBEA - Tennessee Walking Horse Breeders' and Exhibitors' Association (20602294)","",4,"http://www.equine.com/horses-for-sale/horse-ad-2880524.html"
"1822","Lady Satarma",9000,"Mare","13.3 hands","Black","Moorpark, California","Balck and white Tobiano","","Jul-12","","",2,"http://www.equine.com/horses-for-sale/horse-ad-2832490.html"
"8076","LOUISIANA MUD BUG",14000,"Mare","16.0 hands","Bay","slidell, Louisiana","white sock right rear, white stripe on face","1000 pounds","Jan-02","USEF - United States Equestrian Federation ()","Brood Mare (Rank Not Applicable) Hunter (Competed or Shown) Equitation (Competed or Shown) Jumper (Competed or Shown) Lesson Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2816097.html"
"4585","Imperial Mischief",2500,"Stallion","15.0 hands","Bay","Wheatland, California","Tobiano","1000 pounds","Aug-02","PtHA - Pinto Horse Association of America (116072)","Western Pleasure (Rank Not Applicable) Trail Horse (Prospect) Breeding (Rank Not Applicable) Ranch Horse (Rank Not Applicable)",3,"http://www.equine.com/horses-for-sale/horse-ad-2840107.html"
"5854","Suss",8500,"Gelding","","Brown","Greeneville, Tennessee","","","Jun-12","AHS - American Hanoverian Society ()","",3,"http://www.equine.com/horses-for-sale/horse-ad-2879884.html"
"8283","Ash",15000,"Mare","16.2 hands","Grey","Milton, Ontario, Canada","","","Jan-08","","Hunter ",4,"http://www.equine.com/horses-for-sale/horse-ad-2811872.html"
"3248","Mainstay",35000,"Gelding","16.2 hands","Bay","Ocala, Florida","","","Jan-07","","Jumper  Eventing ",5,"http://www.equine.com/horses-for-sale/horse-ad-2725462.html"
"2117","Black Onyx",6500,"Gelding","16.2 hands","Bay","Langhorne, Pennsylvania","","","Feb-03","","Eventing (Prospect) Jumper (Competed or Shown)",7,"http://www.equine.com/horses-for-sale/horse-ad-2821997.html"
"8084","Cache",1500,"Mare","14.2 hands","Black","Scranton, Kansas","","","Jan-99","","Beginner/Family (Trained) Eventing (Prospect) Lesson Horse (Trained) Youth/4-H Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2816081.html"
"7289","Stormy",750,"Mare","","Grey","Weatherford, Texas","","","Apr-03","AQHA - American Quarter Horse Association ()","Breeding  Brood Mare  Trail Horse  Ranch Horse ",2,"http://www.equine.com/horses-for-sale/horse-ad-2831535.html"
"6331","Tudor Me",1000,"Gelding","16.2 hands","Bay","Lincoln, California","White on both hind feet, white snip on face","","May-02","","Hunter Under Saddle (Trained) Dressage (Prospect) Jumper (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2849777.html"
"374","Jake & Flash",4500,"Gelding","17.2 hands","Grey","Stonewall, Manitoba, Canada","","","May-01","","Driving (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2773580.html"
"9221","Lacys Midnight Cruzer",5000,"Gelding","14.0 hands","Black","Advance, North Carolina","Star, strip and snip, left fore hafe pastern white","700 pounds","Apr-11","AQHA - American Quarter Horse Association (4224893)","Working Cow Horse (Prospect) Reining (Prospect) Field Hunter (Prospect) Cowboy Mounted Shooting (Prospect) Competitive Trail Competitions (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2287871.html"
